2024-02-25 15:03:53,870: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-25 15:03:55,024: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-02-25 15:03:55,025: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-25 15:03:55,026: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-02-25 15:03:55,026: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-25 15:03:55,028: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 15:03:55[0m
2024-02-25 15:03:55,028: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:03:55,035: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:03:58,859: root: INFO: [34mTrading iteration ended at 2024-02-25 15:03:58[0m
2024-02-25 15:03:58,861: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 15:03:58,862: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-02-25 15:03:58,862: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-02-25 15:03:58,863: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 15:03:58[0m
2024-02-25 15:03:58,864: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:03:58,865: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:03:59,965: root: INFO: [34mTrading iteration ended at 2024-02-25 15:03:59[0m
2024-02-25 15:03:59,967: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 15:03:59,969: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-02-25 15:03:59,969: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-02-25 15:03:59,970: root: INFO: [34mThe market is not currently open, skipping this trading iteration[0m
2024-02-25 15:03:59,972: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-25 15:03:59,974: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-25 15:03:59,974: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-25 15:03:59,975: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-02-25 15:03:59,976: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-25 15:03:59,977: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-02-25 15:03:59,978: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-25 15:03:59,979: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 15:03:59[0m
2024-02-25 15:03:59,980: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:03:59,983: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:04:01,198: root: INFO: [34mTrading iteration ended at 2024-02-25 15:04:01[0m
2024-02-25 15:04:01,200: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 15:04:01,201: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-02-25 15:04:01,201: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-02-25 15:04:01,202: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 15:04:01[0m
2024-02-25 15:04:01,202: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:04:01,203: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:04:02,370: root: INFO: [34mTrading iteration ended at 2024-02-25 15:04:02[0m
2024-02-25 15:04:02,371: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 15:04:02,373: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-02-25 15:04:02,373: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-02-25 15:04:02,374: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 15:04:02[0m
2024-02-25 15:04:02,374: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:04:02,375: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:04:03,413: root: INFO: [34mTrading iteration ended at 2024-02-25 15:04:03[0m
2024-02-25 15:04:03,414: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 15:04:03,415: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-02-25 15:04:03,415: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-02-25 15:04:03,416: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 15:04:03[0m
2024-02-25 15:04:03,416: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:04:03,418: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 15:04:04,439: root: INFO: [34mTrading iteration ended at 2024-02-25 15:04:04[0m
